geneBioID	ProteinBioCynId
FBGN0034468	FBGN0034468-MONOMER
FBGN0036698	FBGN0036698-MONOMER
FBGN0030476	FBGN0030476-MONOMER
FBGN0031031	FBGN0031031-MONOMER
FBGN0034552	FBGN0034552-MONOMER
FBGN0031779	FBGN0031779-MONOMER
FBGN0011455	FBGN0011455-MONOMER
FBGN0033728	FBGN0033728-MONOMER
FBGN0004919	FBGN0004919-MONOMER
FBGN0035143	FBGN0035143-MONOMER
FBGN0052301	FBGN0052301-MONOMER
FBGN0037454	FBGN0037454-MONOMER
FBGN0028862	FBGN0028862-MONOMER
FBGN0000453	FBGN0000453-MONOMER
FBGN0035760	FBGN0035760-MONOMER
FBGN0035090	FBGN0035090-MONOMER
FBGN0030525	FBGN0030525-MONOMER
FBGN0032691	FBGN0032691-MONOMER
FBGN0031256	FBGN0031256-MONOMER
FBGN0015818	FBGN0015818-MONOMER
FBGN0030466	FBGN0030466-MONOMER
FBGN0029105	FBGN0029105-MONOMER
FBGN0011271	FBGN0011271-MONOMER
FBGN0017457	FBGN0017457-MONOMER
FBGN0038867	FBGN0038867-MONOMER
FBGN0030833	FBGN0030833-MONOMER
FBGN0041245	FBGN0041245-MONOMER
FBGN0031100	FBGN0031100-MONOMER
FBGN0022800	FBGN0022800-MONOMER
FBGN0034629	FBGN0034629-MONOMER
FBGN0052155	FBGN0052155-MONOMER
FBGN0033479	FBGN0033479-MONOMER
FBGN0027515	FBGN0027515-MONOMER
FBGN0031554	FBGN0031554-MONOMER
FBGN0021967	FBGN0021967-MONOMER
FBGN0029801	FBGN0029801-MONOMER
FBGN0035601	FBGN0035601-MONOMER
FBGN0032076	FBGN0032076-MONOMER
FBGN0031951	FBGN0031951-MONOMER
FBGN0041194	FBGN0041194-MONOMER
FBGN0041155	FBGN0041155-MONOMER
FBGN0030554	FBGN0030554-MONOMER
FBGN0259100	FBGN0259100-MONOMER
FBGN0026314	FBGN0026314-MONOMER
FBGN0003079	FBGN0003079-MONOMER
FBGN0053527	FBGN0053527-MONOMER
FBGN0052483	FBGN0052483-MONOMER
FBGN0010197	FBGN0010197-MONOMER
FBGN0040623	FBGN0040623-MONOMER
FBGN0051821	FBGN0051821-MONOMER
FBGN0259229	FBGN0259229-MONOMER
FBGN0051510	FBGN0051510-MONOMER
FBGN0031716	FBGN0031716-MONOMER
FBGN0035771	FBGN0035771-MONOMER
FBGN0040002	FBGN0040002-MONOMER
FBGN0015371	FBGN0015371-MONOMER
FBGN0030005	FBGN0030005-MONOMER
FBGN0051367	FBGN0051367-MONOMER
FBGN0003714	FBGN0003714-MONOMER
FBGN0041710	FBGN0041710-MONOMER
FBGN0037106	FBGN0037106-MONOMER
FBGN0000022	FBGN0000022-MONOMER
FBGN0052447	FBGN0052447-MONOMER
FBGN0011205	FBGN0011205-MONOMER
FBGN0039612	FBGN0039612-MONOMER
FBGN0031518	FBGN0031518-MONOMER
FBGN0010575	FBGN0010575-MONOMER
FBGN0033649	FBGN0033649-MONOMER
FBGN0011742	FBGN0011742-MONOMER
FBGN0005771	FBGN0005771-MONOMER
FBGN0035238	FBGN0035238-MONOMER
FBGN0039790	FBGN0039790-MONOMER
FBGN0085449	FBGN0085449-MONOMER
FBGN0083224	FBGN0083224-MONOMER
FBGN0038049	FBGN0038049-MONOMER
FBGN0000064	FBGN0000064-MONOMER
FBGN0032585	FBGN0032585-MONOMER
FBGN0025741	FBGN0025741-MONOMER
FBGN0035357	FBGN0035357-MONOMER
FBGN0052687	FBGN0052687-MONOMER
FBGN0004852	FBGN0004852-MONOMER
FBGN0053242	FBGN0053242-MONOMER
FBGN0037924	FBGN0037924-MONOMER
FBGN0015582	FBGN0015582-MONOMER
FBGN0039958	FBGN0039958-MONOMER
FBGN0032753	FBGN0032753-MONOMER
FBGN0014141	FBGN0014141-MONOMER
FBGN0052404	FBGN0052404-MONOMER
FBGN0000183	FBGN0000183-MONOMER
FBGN0031903	FBGN0031903-MONOMER
FBGN0004370	FBGN0004370-MONOMER
FBGN0034796	FBGN0034796-MONOMER
FBGN0031610	FBGN0031610-MONOMER
FBGN0046888	FBGN0046888-MONOMER
FBGN0051549	FBGN0051549-MONOMER
FBGN0052655	FBGN0052655-MONOMER
FBGN0000459	FBGN0000459-MONOMER
FBGN0037502	FBGN0037502-MONOMER
FBGN0003980	FBGN0003980-MONOMER
FBGN0000166	FBGN0000166-MONOMER
FBGN0028871	FBGN0028871-MONOMER
FBGN0035035	FBGN0035035-MONOMER
FBGN0004888	FBGN0004888-MONOMER
FBGN0039112	FBGN0039112-MONOMER
FBGN0040259	FBGN0040259-MONOMER
FBGN0038277	FBGN0038277-MONOMER
FBGN0038384	FBGN0038384-MONOMER
FBGN0036575	FBGN0036575-MONOMER
FBGN0037232	FBGN0037232-MONOMER
FBGN0004597	FBGN0004597-MONOMER
FBGN0037944	FBGN0037944-MONOMER
FBGN0034634	FBGN0034634-MONOMER
FBGN0051787	FBGN0051787-MONOMER
FBGN0029819	FBGN0029819-MONOMER
FBGN0030761	FBGN0030761-MONOMER
FBGN0003118	FBGN0003118-MONOMER
FBGN0023535	FBGN0023535-MONOMER
FBGN0003504	FBGN0003504-MONOMER
FBGN0030465	FBGN0030465-MONOMER
FBGN0039582	FBGN0039582-MONOMER
FBGN0086899	FBGN0086899-MONOMER
FBGN0032469	FBGN0032469-MONOMER
FBGN0004623	FBGN0004623-MONOMER
FBGN0035518	FBGN0035518-MONOMER
FBGN0031737	FBGN0031737-MONOMER
FBGN0087011	FBGN0087011-MONOMER
FBGN0030300	FBGN0030300-MONOMER
FBGN0030551	FBGN0030551-MONOMER
FBGN0036108	FBGN0036108-MONOMER
FBGN0034013	FBGN0034013-MONOMER
FBGN0041233	FBGN0041233-MONOMER
FBGN0053283	FBGN0053283-MONOMER
FBGN0036723	FBGN0036723-MONOMER
FBGN0046253	FBGN0046253-MONOMER
FBGN0004655	FBGN0004655-MONOMER
FBGN0003687	FBGN0003687-MONOMER
FBGN0036082	FBGN0036082-MONOMER
FBGN0051118	FBGN0051118-MONOMER
FBGN0038002	FBGN0038002-MONOMER
FBGN0023508	FBGN0023508-MONOMER
FBGN0036774	FBGN0036774-MONOMER
FBGN0026175	FBGN0026175-MONOMER
FBGN0035194	FBGN0035194-MONOMER
FBGN0027079	FBGN0027079-MONOMER
FBGN0028274	FBGN0028274-MONOMER
FBGN0036366	FBGN0036366-MONOMER
FBGN0051294	FBGN0051294-MONOMER
FBGN0034440	FBGN0034440-MONOMER
FBGN0000171	FBGN0000171-MONOMER
FBGN0027529	FBGN0027529-MONOMER
FBGN0004143	FBGN0004143-MONOMER
FBGN0033902	FBGN0033902-MONOMER
FBGN0052727	FBGN0052727-MONOMER
FBGN0085436	FBGN0085436-MONOMER
FBGN0041242	FBGN0041242-MONOMER
FBGN0051992	FBGN0051992-MONOMER
FBGN0027505	FBGN0027505-MONOMER
FBGN0051371	FBGN0051371-MONOMER
FBGN0027514	FBGN0027514-MONOMER
FBGN0038157	FBGN0038157-MONOMER
FBGN0034237	FBGN0034237-MONOMER
FBGN0082641	FBGN0082641-MONOMER
FBGN0085377	FBGN0085377-MONOMER
FBGN0052772	FBGN0052772-MONOMER
FBGN0003866	FBGN0003866-MONOMER
FBGN0042627	FBGN0042627-MONOMER
FBGN0039020	FBGN0039020-MONOMER
FBGN0001080	FBGN0001080-MONOMER
FBGN0004618	FBGN0004618-MONOMER
FBGN0086133	FBGN0086133-MONOMER
FBGN0029088	FBGN0029088-MONOMER
FBGN0035089	FBGN0035089-MONOMER
FBGN0001139	FBGN0001139-MONOMER
FBGN0032653	FBGN0032653-MONOMER
FBGN0027111	FBGN0027111-MONOMER
FBGN0028990	FBGN0028990-MONOMER
FBGN0026433	FBGN0026433-MONOMER
FBGN0027342	FBGN0027342-MONOMER
FBGN0039453	FBGN0039453-MONOMER
FBGN0032945	FBGN0032945-MONOMER
FBGN0000140	FBGN0000140-MONOMER
FBGN0053138	FBGN0053138-MONOMER
FBGN0250756	FBGN0250756-MONOMER
FBGN0035273	FBGN0035273-MONOMER
FBGN0036806	FBGN0036806-MONOMER
FBGN0035726	FBGN0035726-MONOMER
FBGN0033706	FBGN0033706-MONOMER
FBGN0027599	FBGN0027599-MONOMER
FBGN0028647	FBGN0028647-MONOMER
FBGN0032131	FBGN0032131-MONOMER
FBGN0083975	FBGN0083975-MONOMER
FBGN0001170	FBGN0001170-MONOMER
FBGN0053251	FBGN0053251-MONOMER
FBGN0032750	FBGN0032750-MONOMER
FBGN0008651	FBGN0008651-MONOMER
FBGN0031585	FBGN0031585-MONOMER
FBGN0035141	FBGN0035141-MONOMER
FBGN0047008	FBGN0047008-MONOMER
FBGN0000014	FBGN0000014-MONOMER
FBGN0033652	FBGN0033652-MONOMER
FBGN0034553	FBGN0034553-MONOMER
FBGN0033574	FBGN0033574-MONOMER
FBGN0015589	FBGN0015589-MONOMER
FBGN0037382	FBGN0037382-MONOMER
FBGN0034195	FBGN0034195-MONOMER
FBGN0028667	FBGN0028667-MONOMER
FBGN0053865	FBGN0053865-MONOMER
FBGN0011656	FBGN0011656-MONOMER
FBGN0031765	FBGN0031765-MONOMER
FBGN0015919	FBGN0015919-MONOMER
FBGN0033115	FBGN0033115-MONOMER
FBGN0259109	FBGN0259109-MONOMER
FBGN0038445	FBGN0038445-MONOMER
FBGN0051835	FBGN0051835-MONOMER
FBGN0024947	FBGN0024947-MONOMER
FBGN0035321	FBGN0035321-MONOMER
FBGN0040268	FBGN0040268-MONOMER
FBGN0052668	FBGN0052668-MONOMER
FBGN0004914	FBGN0004914-MONOMER
FBGN0052670	FBGN0052670-MONOMER
FBGN0028429	FBGN0028429-MONOMER
FBGN0026061	FBGN0026061-MONOMER
FBGN0033170	FBGN0033170-MONOMER
FBGN0052397	FBGN0052397-MONOMER
FBGN0000117	FBGN0000117-MONOMER
FBGN0051235	FBGN0051235-MONOMER
FBGN0034975	FBGN0034975-MONOMER
FBGN0011763	FBGN0011763-MONOMER
FBGN0030027	FBGN0030027-MONOMER
FBGN0033117	FBGN0033117-MONOMER
FBGN0030893	FBGN0030893-MONOMER
FBGN0031266	FBGN0031266-MONOMER
FBGN0053900	FBGN0053900-MONOMER
FBGN0023546	FBGN0023546-MONOMER
FBGN0010387	FBGN0010387-MONOMER
FBGN0067102	FBGN0067102-MONOMER
FBGN0029928	FBGN0029928-MONOMER
FBGN0033457	FBGN0033457-MONOMER
FBGN0000357	FBGN0000357-MONOMER
FBGN0058084	FBGN0058084-MONOMER
FBGN0033403	FBGN0033403-MONOMER
FBGN0038570	FBGN0038570-MONOMER
FBGN0038552	FBGN0038552-MONOMER
FBGN0033240	FBGN0033240-MONOMER
FBGN0015285	FBGN0015285-MONOMER
FBGN0031619	FBGN0031619-MONOMER
FBGN0038436	FBGN0038436-MONOMER
FBGN0035213	FBGN0035213-MONOMER
FBGN0015614	FBGN0015614-MONOMER
FBGN0038818	FBGN0038818-MONOMER
FBGN0003891	FBGN0003891-MONOMER
FBGN0036494	FBGN0036494-MONOMER
FBGN0004867	FBGN0004867-MONOMER
FBGN0026397	FBGN0026397-MONOMER
FBGN0022665	FBGN0022665-MONOMER
FBGN0037470	FBGN0037470-MONOMER
FBGN0032434	FBGN0032434-MONOMER
FBGN0086253	FBGN0086253-MONOMER
FBGN0028399	FBGN0028399-MONOMER
FBGN0038912	FBGN0038912-MONOMER
FBGN0036229	FBGN0036229-MONOMER
FBGN0035842	FBGN0035842-MONOMER
FBGN0001196	FBGN0001196-MONOMER
FBGN0031035	FBGN0031035-MONOMER
FBGN0051935	FBGN0051935-MONOMER
FBGN0038045	FBGN0038045-MONOMER
FBGN0036709	FBGN0036709-MONOMER
FBGN0085385	FBGN0085385-MONOMER
FBGN0032664	FBGN0032664-MONOMER
FBGN0041781	FBGN0041781-MONOMER
FBGN0042085	FBGN0042085-MONOMER
FBGN0014020	FBGN0014020-MONOMER
FBGN0022936	FBGN0022936-MONOMER
FBGN0033578	FBGN0033578-MONOMER
FBGN0023077	FBGN0023077-MONOMER
FBGN0032252	FBGN0032252-MONOMER
FBGN0019985	FBGN0019985-MONOMER
FBGN0040250	FBGN0040250-MONOMER
FBGN0035911	FBGN0035911-MONOMER
FBGN0041613	FBGN0041613-MONOMER
FBGN0029152	FBGN0029152-MONOMER
FBGN0053532	FBGN0053532-MONOMER
FBGN0030801	FBGN0030801-MONOMER
FBGN0034707	FBGN0034707-MONOMER
FBGN0038858	FBGN0038858-MONOMER
FBGN0038587	FBGN0038587-MONOMER
FBGN0030505	FBGN0030505-MONOMER
FBGN0034365	FBGN0034365-MONOMER
FBGN0051954	FBGN0051954-MONOMER
FBGN0003942	FBGN0003942-MONOMER
FBGN0008654	FBGN0008654-MONOMER
FBGN0036985	FBGN0036985-MONOMER
FBGN0086362	FBGN0086362-MONOMER
FBGN0030809	FBGN0030809-MONOMER
FBGN0037163	FBGN0037163-MONOMER
FBGN0029809	FBGN0029809-MONOMER
FBGN0003031	FBGN0003031-MONOMER
FBGN0045477	FBGN0045477-MONOMER
FBGN0034989	FBGN0034989-MONOMER
FBGN0033698	FBGN0033698-MONOMER
FBGN0037617	FBGN0037617-MONOMER
FBGN0040338	FBGN0040338-MONOMER
FBGN0033310	FBGN0033310-MONOMER
FBGN0046707	FBGN0046707-MONOMER
FBGN0011285	FBGN0011285-MONOMER
FBGN0003512	FBGN0003512-MONOMER
FBGN0032940	FBGN0032940-MONOMER
FBGN0043792	FBGN0043792-MONOMER
FBGN0030891	FBGN0030891-MONOMER
FBGN0038115	FBGN0038115-MONOMER
FBGN0052238	FBGN0052238-MONOMER
FBGN0028327	FBGN0028327-MONOMER
FBGN0036518	FBGN0036518-MONOMER
FBGN0033883	FBGN0033883-MONOMER
FBGN0037165	FBGN0037165-MONOMER
FBGN0000358	FBGN0000358-MONOMER
FBGN0020401	FBGN0020401-MONOMER
FBGN0039875	FBGN0039875-MONOMER
FBGN0031384	FBGN0031384-MONOMER
FBGN0027601	FBGN0027601-MONOMER
FBGN0015402	FBGN0015402-MONOMER
FBGN0031630	FBGN0031630-MONOMER
FBGN0050085	FBGN0050085-MONOMER
FBGN0015022	FBGN0015022-MONOMER
FBGN0022704	FBGN0022704-MONOMER
FBGN0035964	FBGN0035964-MONOMER
FBGN0040813	FBGN0040813-MONOMER
FBGN0086895	FBGN0086895-MONOMER
FBGN0034923	FBGN0034923-MONOMER
FBGN0020493	FBGN0020493-MONOMER
FBGN0039838	FBGN0039838-MONOMER
FBGN0029769	FBGN0029769-MONOMER
FBGN0003028	FBGN0003028-MONOMER
FBGN0044803	FBGN0044803-MONOMER
FBGN0015286	FBGN0015286-MONOMER
FBGN0013745	FBGN0013745-MONOMER
FBGN0038727	FBGN0038727-MONOMER
FBGN0037461	FBGN0037461-MONOMER
FBGN0053213	FBGN0053213-MONOMER
FBGN0029828	FBGN0029828-MONOMER
FBGN0031628	FBGN0031628-MONOMER
FBGN0017550	FBGN0017550-MONOMER
FBGN0034534	FBGN0034534-MONOMER
FBGN0039225	FBGN0039225-MONOMER
FBGN0243517	FBGN0243517-MONOMER
FBGN0037060	FBGN0037060-MONOMER
FBGN0030658	FBGN0030658-MONOMER
FBGN0002733	FBGN0002733-MONOMER
FBGN0028683	FBGN0028683-MONOMER
FBGN0034627	FBGN0034627-MONOMER
FBGN0030049	FBGN0030049-MONOMER
FBGN0015300	FBGN0015300-MONOMER
FBGN0036436	FBGN0036436-MONOMER
FBGN0003330	FBGN0003330-MONOMER
FBGN0026390	FBGN0026390-MONOMER
FBGN0000528	FBGN0000528-MONOMER
FBGN0038076	FBGN0038076-MONOMER
FBGN0036154	FBGN0036154-MONOMER
FBGN0030594	FBGN0030594-MONOMER
FBGN0028913	FBGN0028913-MONOMER
FBGN0033268	FBGN0033268-MONOMER
FBGN0023211	FBGN0023211-MONOMER
FBGN0040392	FBGN0040392-MONOMER
FBGN0020270	FBGN0020270-MONOMER
FBGN0039464	FBGN0039464-MONOMER
FBGN0051077	FBGN0051077-MONOMER
FBGN0028375	FBGN0028375-MONOMER
FBGN0031500	FBGN0031500-MONOMER
FBGN0030407	FBGN0030407-MONOMER
FBGN0053862	FBGN0053862-MONOMER
FBGN0036019	FBGN0036019-MONOMER
FBGN0040394	FBGN0040394-MONOMER
FBGN0029995	FBGN0029995-MONOMER
FBGN0033730	FBGN0033730-MONOMER
FBGN0005593	FBGN0005593-MONOMER
FBGN0034795	FBGN0034795-MONOMER
FBGN0024740	FBGN0024740-MONOMER
FBGN0013773	FBGN0013773-MONOMER
FBGN0034312	FBGN0034312-MONOMER
FBGN0032005	FBGN0032005-MONOMER
FBGN0031629	FBGN0031629-MONOMER
FBGN0026570	FBGN0026570-MONOMER
FBGN0039145	FBGN0039145-MONOMER
FBGN0027600	FBGN0027600-MONOMER
FBGN0015542	FBGN0015542-MONOMER
FBGN0035246	FBGN0035246-MONOMER
FBGN0032401	FBGN0032401-MONOMER
FBGN0026369	FBGN0026369-MONOMER
FBGN0020035	FBGN0020035-MONOMER
FBGN0003249	FBGN0003249-MONOMER
FBGN0011832	FBGN0011832-MONOMER
FBGN0004419	FBGN0004419-MONOMER
FBGN0033609	FBGN0033609-MONOMER
FBGN0033814	FBGN0033814-MONOMER
FBGN0004552	FBGN0004552-MONOMER
FBGN0038243	FBGN0038243-MONOMER
FBGN0039503	FBGN0039503-MONOMER
FBGN0040104	FBGN0040104-MONOMER
FBGN0003941	FBGN0003941-MONOMER
FBGN0019953	FBGN0019953-MONOMER
FBGN0044342	FBGN0044342-MONOMER
FBGN0028420	FBGN0028420-MONOMER
FBGN0085369	FBGN0085369-MONOMER
FBGN0030057	FBGN0030057-MONOMER
FBGN0032779	FBGN0032779-MONOMER
FBGN0004629	FBGN0004629-MONOMER
FBGN0051810	FBGN0051810-MONOMER
FBGN0031273	FBGN0031273-MONOMER
FBGN0030808	FBGN0030808-MONOMER
FBGN0035005	FBGN0035005-MONOMER
FBGN0000320	FBGN0000320-MONOMER
FBGN0000617	FBGN0000617-MONOMER
FBGN0259215	FBGN0259215-MONOMER
FBGN0030581	FBGN0030581-MONOMER
FBGN0038811	FBGN0038811-MONOMER
FBGN0015031	FBGN0015031-MONOMER
FBGN0033984	FBGN0033984-MONOMER
FBGN0030142	FBGN0030142-MONOMER
FBGN0003676	FBGN0003676-MONOMER
FBGN0086384	FBGN0086384-MONOMER
FBGN0001125	FBGN0001125-MONOMER
FBGN0032415	FBGN0032415-MONOMER
FBGN0033869	FBGN0033869-MONOMER
FBGN0065035	FBGN0065035-MONOMER
FBGN0031061	FBGN0031061-MONOMER
FBGN0250818	FBGN0250818-MONOMER
FBGN0015569	FBGN0015569-MONOMER
FBGN0000206	FBGN0000206-MONOMER
FBGN0002590	FBGN0002590-MONOMER
FBGN0037067	FBGN0037067-MONOMER
FBGN0032615	FBGN0032615-MONOMER
FBGN0040650	FBGN0040650-MONOMER
FBGN0052305	FBGN0052305-MONOMER
FBGN0050471	FBGN0050471-MONOMER
FBGN0030164	FBGN0030164-MONOMER
FBGN0038903	FBGN0038903-MONOMER
FBGN0033431	FBGN0033431-MONOMER
FBGN0003659	FBGN0003659-MONOMER
FBGN0034914	FBGN0034914-MONOMER
FBGN0032536	FBGN0032536-MONOMER
FBGN0037115	FBGN0037115-MONOMER
FBGN0015747	FBGN0015747-MONOMER
FBGN0015372	FBGN0015372-MONOMER
FBGN0026577	FBGN0026577-MONOMER
FBGN0023477	FBGN0023477-MONOMER
FBGN0250814	FBGN0250814-MONOMER
FBGN0027791	FBGN0027791-MONOMER
FBGN0030087	FBGN0030087-MONOMER
FBGN0045980	FBGN0045980-MONOMER
FBGN0023171	FBGN0023171-MONOMER
FBGN0035454	FBGN0035454-MONOMER
FBGN0032295	FBGN0032295-MONOMER
FBGN0034135	FBGN0034135-MONOMER
FBGN0034009	FBGN0034009-MONOMER
FBGN0036232	FBGN0036232-MONOMER
FBGN0015331	FBGN0015331-MONOMER
FBGN0029690	FBGN0029690-MONOMER
FBGN0039101	FBGN0039101-MONOMER
FBGN0026261	FBGN0026261-MONOMER
FBGN0024790	FBGN0024790-MONOMER
FBGN0052568	FBGN0052568-MONOMER
FBGN0001269	FBGN0001269-MONOMER
FBGN0003231	FBGN0003231-MONOMER
FBGN0030883	FBGN0030883-MONOMER
FBGN0031446	FBGN0031446-MONOMER
FBGN0035140	FBGN0035140-MONOMER
FBGN0039501	FBGN0039501-MONOMER
FBGN0028983	FBGN0028983-MONOMER
FBGN0025740	FBGN0025740-MONOMER
FBGN0039620	FBGN0039620-MONOMER
FBGN0037666	FBGN0037666-MONOMER
FBGN0031561	FBGN0031561-MONOMER
FBGN0029775	FBGN0029775-MONOMER
FBGN0035150	FBGN0035150-MONOMER
FBGN0029115	FBGN0029115-MONOMER
FBGN0015772	FBGN0015772-MONOMER
FBGN0038348	FBGN0038348-MONOMER
FBGN0017557	FBGN0017557-MONOMER
FBGN0030242	FBGN0030242-MONOMER
FBGN0032265	FBGN0032265-MONOMER
FBGN0010435	FBGN0010435-MONOMER
FBGN0037589	FBGN0037589-MONOMER
FBGN0028417	FBGN0028417-MONOMER
FBGN0029942	FBGN0029942-MONOMER
FBGN0046322	FBGN0046322-MONOMER
FBGN0033939	FBGN0033939-MONOMER
FBGN0004885	FBGN0004885-MONOMER
FBGN0035001	FBGN0035001-MONOMER
FBGN0053832	FBGN0053832-MONOMER
FBGN0000500	FBGN0000500-MONOMER
FBGN0036877	FBGN0036877-MONOMER
FBGN0003139	FBGN0003139-MONOMER
FBGN0039856	FBGN0039856-MONOMER
FBGN0043364	FBGN0043364-MONOMER
FBGN0033853	FBGN0033853-MONOMER
FBGN0038119	FBGN0038119-MONOMER
FBGN0033297	FBGN0033297-MONOMER
FBGN0034453	FBGN0034453-MONOMER
FBGN0051613	FBGN0051613-MONOMER
FBGN0038967	FBGN0038967-MONOMER
FBGN0011261	FBGN0011261-MONOMER
FBGN0036996	FBGN0036996-MONOMER
FBGN0028856	FBGN0028856-MONOMER
FBGN0038195	FBGN0038195-MONOMER
FBGN0032677	FBGN0032677-MONOMER
FBGN0030058	FBGN0030058-MONOMER
FBGN0050197	FBGN0050197-MONOMER
FBGN0004511	FBGN0004511-MONOMER
FBGN0083141	FBGN0083141-MONOMER
FBGN0039683	FBGN0039683-MONOMER
FBGN0011217	FBGN0011217-MONOMER
FBGN0039734	FBGN0039734-MONOMER
FBGN0038505	FBGN0038505-MONOMER
FBGN0051842	FBGN0051842-MONOMER
FBGN0032031	FBGN0032031-MONOMER
FBGN0017482	FBGN0017482-MONOMER
FBGN0024308	FBGN0024308-MONOMER
FBGN0005666	FBGN0005666-MONOMER
FBGN0025625	FBGN0025625-MONOMER
FBGN0001128	FBGN0001128-MONOMER
FBGN0034231	FBGN0034231-MONOMER
FBGN0033983	FBGN0033983-MONOMER
FBGN0014029	FBGN0014029-MONOMER
FBGN0010217	FBGN0010217-MONOMER
FBGN0022620	FBGN0022620-MONOMER
FBGN0029866	FBGN0029866-MONOMER
FBGN0034219	FBGN0034219-MONOMER
FBGN0014011	FBGN0014011-MONOMER
FBGN0030026	FBGN0030026-MONOMER
FBGN0036479	FBGN0036479-MONOMER
FBGN0023213	FBGN0023213-MONOMER
FBGN0037678	FBGN0037678-MONOMER
FBGN0036791	FBGN0036791-MONOMER
FBGN0053877	FBGN0053877-MONOMER
FBGN0039066	FBGN0039066-MONOMER
FBGN0012049	FBGN0012049-MONOMER
FBGN0039474	FBGN0039474-MONOMER
FBGN0053906	FBGN0053906-MONOMER
FBGN0259824	FBGN0259824-MONOMER
FBGN0013771	FBGN0013771-MONOMER
FBGN0032817	FBGN0032817-MONOMER
FBGN0034346	FBGN0034346-MONOMER
FBGN0028481	FBGN0028481-MONOMER
FBGN0003660	FBGN0003660-MONOMER
FBGN0052055	FBGN0052055-MONOMER
FBGN0030334	FBGN0030334-MONOMER
FBGN0011771	FBGN0011771-MONOMER
FBGN0259896	FBGN0259896-MONOMER
FBGN0041241	FBGN0041241-MONOMER
FBGN0051674	FBGN0051674-MONOMER
FBGN0033887	FBGN0033887-MONOMER
FBGN0052099	FBGN0052099-MONOMER
FBGN0034703	FBGN0034703-MONOMER
FBGN0044824	FBGN0044824-MONOMER
FBGN0028421	FBGN0028421-MONOMER
FBGN0022990	FBGN0022990-MONOMER
FBGN0003732	FBGN0003732-MONOMER
FBGN0030447	FBGN0030447-MONOMER
FBGN0026239	FBGN0026239-MONOMER
FBGN0032068	FBGN0032068-MONOMER
FBGN0034221	FBGN0034221-MONOMER
FBGN0033508	FBGN0033508-MONOMER
FBGN0032507	FBGN0032507-MONOMER
FBGN0039215	FBGN0039215-MONOMER
FBGN0037847	FBGN0037847-MONOMER
FBGN0053834	FBGN0053834-MONOMER
FBGN0000486	FBGN0000486-MONOMER
FBGN0043001	FBGN0043001-MONOMER
FBGN0036044	FBGN0036044-MONOMER
FBGN0041633	FBGN0041633-MONOMER
FBGN0039019	FBGN0039019-MONOMER
FBGN0053461	FBGN0053461-MONOMER
FBGN0011817	FBGN0011817-MONOMER
FBGN0040849	FBGN0040849-MONOMER
FBGN0038234	FBGN0038234-MONOMER
FBGN0004107	FBGN0004107-MONOMER
FBGN0086356	FBGN0086356-MONOMER
FBGN0037010	FBGN0037010-MONOMER
FBGN0043900	FBGN0043900-MONOMER
FBGN0011013	FBGN0011013-MONOMER
FBGN0038106	FBGN0038106-MONOMER
FBGN0010398	FBGN0010398-MONOMER
FBGN0035663	FBGN0035663-MONOMER
FBGN0036187	FBGN0036187-MONOMER
FBGN0040080	FBGN0040080-MONOMER
FBGN0086707	FBGN0086707-MONOMER
FBGN0033710	FBGN0033710-MONOMER
FBGN0025724	FBGN0025724-MONOMER
FBGN0035430	FBGN0035430-MONOMER
FBGN0038135	FBGN0038135-MONOMER
FBGN0034473	FBGN0034473-MONOMER
FBGN0053958	FBGN0053958-MONOMER
FBGN0010280	FBGN0010280-MONOMER
FBGN0002283	FBGN0002283-MONOMER
FBGN0014071	FBGN0014071-MONOMER
FBGN0051730	FBGN0051730-MONOMER
FBGN0033952	FBGN0033952-MONOMER
FBGN0000449	FBGN0000449-MONOMER
FBGN0027842	FBGN0027842-MONOMER
FBGN0025336	FBGN0025336-MONOMER
FBGN0004400	FBGN0004400-MONOMER
FBGN0032013	FBGN0032013-MONOMER
FBGN0033661	FBGN0033661-MONOMER
FBGN0024996	FBGN0024996-MONOMER
FBGN0014434	FBGN0014434-MONOMER
FBGN0027363	FBGN0027363-MONOMER
FBGN0015834	FBGN0015834-MONOMER
FBGN0037878	FBGN0037878-MONOMER
FBGN0004507	FBGN0004507-MONOMER
FBGN0038058	FBGN0038058-MONOMER
FBGN0053881	FBGN0053881-MONOMER
FBGN0015278	FBGN0015278-MONOMER
FBGN0036758	FBGN0036758-MONOMER
FBGN0035149	FBGN0035149-MONOMER
FBGN0038020	FBGN0038020-MONOMER
FBGN0037756	FBGN0037756-MONOMER
FBGN0026084	FBGN0026084-MONOMER
FBGN0051617	FBGN0051617-MONOMER
FBGN0015277	FBGN0015277-MONOMER
FBGN0051301	FBGN0051301-MONOMER
FBGN0051002	FBGN0051002-MONOMER
FBGN0027453	FBGN0027453-MONOMER
FBGN0016076	FBGN0016076-MONOMER
FBGN0039175	FBGN0039175-MONOMER
FBGN0038479	FBGN0038479-MONOMER
FBGN0003372	FBGN0003372-MONOMER
FBGN0032731	FBGN0032731-MONOMER
FBGN0036824	FBGN0036824-MONOMER
FBGN0031623	FBGN0031623-MONOMER
FBGN0035610	FBGN0035610-MONOMER
FBGN0036278	FBGN0036278-MONOMER
FBGN0022238	FBGN0022238-MONOMER
FBGN0000017	FBGN0000017-MONOMER
FBGN0038546	FBGN0038546-MONOMER
FBGN0039490	FBGN0039490-MONOMER
