geneBioID	ProteinBioCynId
FBGN0028466	FBGN0028466-MONOMER
FBGN0052269	FBGN0052269-MONOMER
FBGN0003511	FBGN0003511-MONOMER
FBGN0003250	FBGN0003250-MONOMER
FBGN0029785	FBGN0029785-MONOMER
FBGN0038090	FBGN0038090-MONOMER
FBGN0000084	FBGN0000084-MONOMER
FBGN0041258	FBGN0041258-MONOMER
FBGN0031830	FBGN0031830-MONOMER
FBGN0003346	FBGN0003346-MONOMER
FBGN0035795	FBGN0035795-MONOMER
FBGN0039056	FBGN0039056-MONOMER
FBGN0003507	FBGN0003507-MONOMER
FBGN0032285	FBGN0032285-MONOMER
FBGN0015770	FBGN0015770-MONOMER
FBGN0033187	FBGN0033187-MONOMER
FBGN0027553	FBGN0027553-MONOMER
FBGN0037084	FBGN0037084-MONOMER
FBGN0035558	FBGN0035558-MONOMER
FBGN0028567	FBGN0028567-MONOMER
FBGN0042179	FBGN0042179-MONOMER
FBGN0026758	FBGN0026758-MONOMER
FBGN0040395	FBGN0040395-MONOMER
FBGN0027329	FBGN0027329-MONOMER
FBGN0001941	FBGN0001941-MONOMER
FBGN0022213	FBGN0022213-MONOMER
FBGN0011211	FBGN0011211-MONOMER
FBGN0005779	FBGN0005779-MONOMER
FBGN0002576	FBGN0002576-MONOMER
FBGN0036821	FBGN0036821-MONOMER
FBGN0013799	FBGN0013799-MONOMER
FBGN0035904	FBGN0035904-MONOMER
FBGN0034734	FBGN0034734-MONOMER
FBGN0039205	FBGN0039205-MONOMER
FBGN0032847	FBGN0032847-MONOMER
FBGN0003449	FBGN0003449-MONOMER
FBGN0000355	FBGN0000355-MONOMER
FBGN0036379	FBGN0036379-MONOMER
FBGN0034282	FBGN0034282-MONOMER
FBGN0028948	FBGN0028948-MONOMER
FBGN0036794	FBGN0036794-MONOMER
FBGN0004432	FBGN0004432-MONOMER
FBGN0037752	FBGN0037752-MONOMER
FBGN0003130	FBGN0003130-MONOMER
FBGN0037379	FBGN0037379-MONOMER
FBGN0034834	FBGN0034834-MONOMER
FBGN0032843	FBGN0032843-MONOMER
FBGN0034537	FBGN0034537-MONOMER
FBGN0052203	FBGN0052203-MONOMER
FBGN0045770	FBGN0045770-MONOMER
FBGN0037574	FBGN0037574-MONOMER
FBGN0010425	FBGN0010425-MONOMER
FBGN0004028	FBGN0004028-MONOMER
FBGN0040918	FBGN0040918-MONOMER
FBGN0001624	FBGN0001624-MONOMER
FBGN0035255	FBGN0035255-MONOMER
FBGN0034740	FBGN0034740-MONOMER
FBGN0259482	FBGN0259482-MONOMER
FBGN0031530	FBGN0031530-MONOMER
FBGN0010175	FBGN0010175-MONOMER
FBGN0034792	FBGN0034792-MONOMER
FBGN0035265	FBGN0035265-MONOMER
FBGN0004102	FBGN0004102-MONOMER
FBGN0023097	FBGN0023097-MONOMER
FBGN0003900	FBGN0003900-MONOMER
FBGN0039172	FBGN0039172-MONOMER
FBGN0039788	FBGN0039788-MONOMER
FBGN0036462	FBGN0036462-MONOMER
FBGN0038775	FBGN0038775-MONOMER
FBGN0024558	FBGN0024558-MONOMER
FBGN0040660	FBGN0040660-MONOMER
FBGN0010803	FBGN0010803-MONOMER
FBGN0046302	FBGN0046302-MONOMER
FBGN0030664	FBGN0030664-MONOMER
FBGN0040319	FBGN0040319-MONOMER
FBGN0030995	FBGN0030995-MONOMER
FBGN0001124	FBGN0001124-MONOMER
FBGN0027073	FBGN0027073-MONOMER
FBGN0039709	FBGN0039709-MONOMER
FBGN0036020	FBGN0036020-MONOMER
FBGN0031893	FBGN0031893-MONOMER
FBGN0026402	FBGN0026402-MONOMER
FBGN0045479	FBGN0045479-MONOMER
FBGN0004926	FBGN0004926-MONOMER
FBGN0015929	FBGN0015929-MONOMER
FBGN0028546	FBGN0028546-MONOMER
FBGN0029870	FBGN0029870-MONOMER
FBGN0032763	FBGN0032763-MONOMER
FBGN0003582	FBGN0003582-MONOMER
FBGN0031533	FBGN0031533-MONOMER
FBGN0003411	FBGN0003411-MONOMER
FBGN0024179	FBGN0024179-MONOMER
FBGN0052626	FBGN0052626-MONOMER
FBGN0028542	FBGN0028542-MONOMER
FBGN0037395	FBGN0037395-MONOMER
FBGN0036446	FBGN0036446-MONOMER
FBGN0035754	FBGN0035754-MONOMER
FBGN0003459	FBGN0003459-MONOMER
FBGN0085438	FBGN0085438-MONOMER
FBGN0038593	FBGN0038593-MONOMER
FBGN0039909	FBGN0039909-MONOMER
FBGN0034415	FBGN0034415-MONOMER
FBGN0033337	FBGN0033337-MONOMER
FBGN0030674	FBGN0030674-MONOMER
FBGN0036135	FBGN0036135-MONOMER
FBGN0029983	FBGN0029983-MONOMER
FBGN0085391	FBGN0085391-MONOMER
FBGN0038790	FBGN0038790-MONOMER
FBGN0024182	FBGN0024182-MONOMER
FBGN0023542	FBGN0023542-MONOMER
FBGN0014438	FBGN0014438-MONOMER
FBGN0037644	FBGN0037644-MONOMER
FBGN0034971	FBGN0034971-MONOMER
FBGN0035144	FBGN0035144-MONOMER
FBGN0038339	FBGN0038339-MONOMER
FBGN0086896	FBGN0086896-MONOMER
FBGN0030854	FBGN0030854-MONOMER
FBGN0013910	FBGN0013910-MONOMER
FBGN0025839	FBGN0025839-MONOMER
FBGN0029811	FBGN0029811-MONOMER
FBGN0014072	FBGN0014072-MONOMER
FBGN0039829	FBGN0039829-MONOMER
FBGN0031855	FBGN0031855-MONOMER
FBGN0051641	FBGN0051641-MONOMER
FBGN0010256	FBGN0010256-MONOMER
FBGN0003965	FBGN0003965-MONOMER
FBGN0037397	FBGN0037397-MONOMER
FBGN0020638	FBGN0020638-MONOMER
FBGN0020931	FBGN0020931-MONOMER
FBGN0003598	FBGN0003598-MONOMER
FBGN0010324	FBGN0010324-MONOMER
FBGN0034712	FBGN0034712-MONOMER
FBGN0036615	FBGN0036615-MONOMER
FBGN0027843	FBGN0027843-MONOMER
FBGN0028690	FBGN0028690-MONOMER
FBGN0031947	FBGN0031947-MONOMER
FBGN0033581	FBGN0033581-MONOMER
FBGN0066084	FBGN0066084-MONOMER
FBGN0031545	FBGN0031545-MONOMER
FBGN0031654	FBGN0031654-MONOMER
FBGN0026415	FBGN0026415-MONOMER
FBGN0042187	FBGN0042187-MONOMER
FBGN0015033	FBGN0015033-MONOMER
FBGN0004873	FBGN0004873-MONOMER
FBGN0039430	FBGN0039430-MONOMER
FBGN0040366	FBGN0040366-MONOMER
FBGN0032150	FBGN0032150-MONOMER
FBGN0027574	FBGN0027574-MONOMER
FBGN0037475	FBGN0037475-MONOMER
FBGN0029959	FBGN0029959-MONOMER
FBGN0031675	FBGN0031675-MONOMER
FBGN0030610	FBGN0030610-MONOMER
FBGN0030009	FBGN0030009-MONOMER
FBGN0030316	FBGN0030316-MONOMER
FBGN0035866	FBGN0035866-MONOMER
FBGN0031318	FBGN0031318-MONOMER
FBGN0032055	FBGN0032055-MONOMER
FBGN0015844	FBGN0015844-MONOMER
FBGN0026597	FBGN0026597-MONOMER
FBGN0011752	FBGN0011752-MONOMER
FBGN0028684	FBGN0028684-MONOMER
FBGN0052220	FBGN0052220-MONOMER
FBGN0027542	FBGN0027542-MONOMER
FBGN0000308	FBGN0000308-MONOMER
FBGN0026186	FBGN0026186-MONOMER
FBGN0061356	FBGN0061356-MONOMER
FBGN0037835	FBGN0037835-MONOMER
FBGN0024229	FBGN0024229-MONOMER
FBGN0037754	FBGN0037754-MONOMER
FBGN0011297	FBGN0011297-MONOMER
FBGN0031231	FBGN0031231-MONOMER
FBGN0030600	FBGN0030600-MONOMER
FBGN0034837	FBGN0034837-MONOMER
FBGN0040207	FBGN0040207-MONOMER
FBGN0051266	FBGN0051266-MONOMER
FBGN0026777	FBGN0026777-MONOMER
FBGN0004913	FBGN0004913-MONOMER
FBGN0029813	FBGN0029813-MONOMER
FBGN0027562	FBGN0027562-MONOMER
FBGN0083992	FBGN0083992-MONOMER
FBGN0039304	FBGN0039304-MONOMER
FBGN0010382	FBGN0010382-MONOMER
FBGN0053936	FBGN0053936-MONOMER
FBGN0031573	FBGN0031573-MONOMER
FBGN0004368	FBGN0004368-MONOMER
FBGN0039580	FBGN0039580-MONOMER
FBGN0027508	FBGN0027508-MONOMER
FBGN0039779	FBGN0039779-MONOMER
FBGN0035852	FBGN0035852-MONOMER
FBGN0038201	FBGN0038201-MONOMER
FBGN0024939	FBGN0024939-MONOMER
FBGN0032822	FBGN0032822-MONOMER
FBGN0000108	FBGN0000108-MONOMER
FBGN0010501	FBGN0010501-MONOMER
FBGN0000261	FBGN0000261-MONOMER
FBGN0000147	FBGN0000147-MONOMER
FBGN0035087	FBGN0035087-MONOMER
FBGN0032464	FBGN0032464-MONOMER
FBGN0031805	FBGN0031805-MONOMER
FBGN0034768	FBGN0034768-MONOMER
FBGN0026063	FBGN0026063-MONOMER
FBGN0037634	FBGN0037634-MONOMER
FBGN0001980	FBGN0001980-MONOMER
FBGN0035954	FBGN0035954-MONOMER
FBGN0016119	FBGN0016119-MONOMER
FBGN0035889	FBGN0035889-MONOMER
FBGN0037490	FBGN0037490-MONOMER
FBGN0052183	FBGN0052183-MONOMER
FBGN0040098	FBGN0040098-MONOMER
FBGN0036395	FBGN0036395-MONOMER
FBGN0026741	FBGN0026741-MONOMER
FBGN0032618	FBGN0032618-MONOMER
FBGN0028956	FBGN0028956-MONOMER
FBGN0085491	FBGN0085491-MONOMER
FBGN0039581	FBGN0039581-MONOMER
FBGN0035811	FBGN0035811-MONOMER
FBGN0002783	FBGN0002783-MONOMER
FBGN0046712	FBGN0046712-MONOMER
FBGN0030506	FBGN0030506-MONOMER
FBGN0053889	FBGN0053889-MONOMER
FBGN0030314	FBGN0030314-MONOMER
FBGN0002641	FBGN0002641-MONOMER
FBGN0053556	FBGN0053556-MONOMER
FBGN0038003	FBGN0038003-MONOMER
FBGN0021584	FBGN0021584-MONOMER
FBGN0030969	FBGN0030969-MONOMER
FBGN0038320	FBGN0038320-MONOMER
FBGN0010014	FBGN0010014-MONOMER
FBGN0025615	FBGN0025615-MONOMER
FBGN0032597	FBGN0032597-MONOMER
FBGN0063499	FBGN0063499-MONOMER
FBGN0032303	FBGN0032303-MONOMER
FBGN0033226	FBGN0033226-MONOMER
FBGN0053824	FBGN0053824-MONOMER
FBGN0027492	FBGN0027492-MONOMER
FBGN0026147	FBGN0026147-MONOMER
FBGN0001202	FBGN0001202-MONOMER
FBGN0005674	FBGN0005674-MONOMER
FBGN0003117	FBGN0003117-MONOMER
FBGN0010591	FBGN0010591-MONOMER
FBGN0028947	FBGN0028947-MONOMER
FBGN0032224	FBGN0032224-MONOMER
FBGN0025678	FBGN0025678-MONOMER
FBGN0067673	FBGN0067673-MONOMER
FBGN0035312	FBGN0035312-MONOMER
FBGN0020418	FBGN0020418-MONOMER
FBGN0033994	FBGN0033994-MONOMER
FBGN0037262	FBGN0037262-MONOMER
FBGN0032336	FBGN0032336-MONOMER
FBGN0028962	FBGN0028962-MONOMER
FBGN0038915	FBGN0038915-MONOMER
FBGN0053845	FBGN0053845-MONOMER
FBGN0014419	FBGN0014419-MONOMER
FBGN0030478	FBGN0030478-MONOMER
FBGN0038735	FBGN0038735-MONOMER
FBGN0051773	FBGN0051773-MONOMER
FBGN0014075	FBGN0014075-MONOMER
FBGN0038432	FBGN0038432-MONOMER
FBGN0051716	FBGN0051716-MONOMER
FBGN0032926	FBGN0032926-MONOMER
FBGN0025885	FBGN0025885-MONOMER
FBGN0034739	FBGN0034739-MONOMER
FBGN0027491	FBGN0027491-MONOMER
FBGN0032596	FBGN0032596-MONOMER
FBGN0053859	FBGN0053859-MONOMER
FBGN0035875	FBGN0035875-MONOMER
FBGN0034483	FBGN0034483-MONOMER
FBGN0026388	FBGN0026388-MONOMER
FBGN0029973	FBGN0029973-MONOMER
FBGN0013301	FBGN0013301-MONOMER
FBGN0036565	FBGN0036565-MONOMER
FBGN0005386	FBGN0005386-MONOMER
FBGN0027279	FBGN0027279-MONOMER
FBGN0015521	FBGN0015521-MONOMER
FBGN0043535	FBGN0043535-MONOMER
FBGN0031092	FBGN0031092-MONOMER
FBGN0031097	FBGN0031097-MONOMER
FBGN0061469	FBGN0061469-MONOMER
FBGN0030504	FBGN0030504-MONOMER
FBGN0037600	FBGN0037600-MONOMER
FBGN0002569	FBGN0002569-MONOMER
FBGN0038923	FBGN0038923-MONOMER
FBGN0036751	FBGN0036751-MONOMER
FBGN0259172	FBGN0259172-MONOMER
FBGN0028987	FBGN0028987-MONOMER
FBGN0033317	FBGN0033317-MONOMER
FBGN0003339	FBGN0003339-MONOMER
FBGN0005777	FBGN0005777-MONOMER
FBGN0031775	FBGN0031775-MONOMER
FBGN0014033	FBGN0014033-MONOMER
FBGN0036809	FBGN0036809-MONOMER
FBGN0040281	FBGN0040281-MONOMER
FBGN0034354	FBGN0034354-MONOMER
FBGN0051028	FBGN0051028-MONOMER
FBGN0034202	FBGN0034202-MONOMER
FBGN0037778	FBGN0037778-MONOMER
FBGN0032791	FBGN0032791-MONOMER
FBGN0010043	FBGN0010043-MONOMER
FBGN0025383	FBGN0025383-MONOMER
FBGN0032787	FBGN0032787-MONOMER
FBGN0039634	FBGN0039634-MONOMER
FBGN0023444	FBGN0023444-MONOMER
FBGN0033073	FBGN0033073-MONOMER
FBGN0259101	FBGN0259101-MONOMER
FBGN0033720	FBGN0033720-MONOMER
FBGN0031351	FBGN0031351-MONOMER
FBGN0031703	FBGN0031703-MONOMER
FBGN0028984	FBGN0028984-MONOMER
FBGN0033160	FBGN0033160-MONOMER
FBGN0036646	FBGN0036646-MONOMER
FBGN0001258	FBGN0001258-MONOMER
FBGN0024997	FBGN0024997-MONOMER
FBGN0038830	FBGN0038830-MONOMER
FBGN0052351	FBGN0052351-MONOMER
FBGN0034240	FBGN0034240-MONOMER
FBGN0053887	FBGN0053887-MONOMER
FBGN0062449	FBGN0062449-MONOMER
FBGN0004101	FBGN0004101-MONOMER
FBGN0058196	FBGN0058196-MONOMER
FBGN0010225	FBGN0010225-MONOMER
FBGN0029134	FBGN0029134-MONOMER
FBGN0000037	FBGN0000037-MONOMER
FBGN0033917	FBGN0033917-MONOMER
FBGN0002543	FBGN0002543-MONOMER
FBGN0026190	FBGN0026190-MONOMER
FBGN0052755	FBGN0052755-MONOMER
FBGN0052473	FBGN0052473-MONOMER
FBGN0001169	FBGN0001169-MONOMER
FBGN0035584	FBGN0035584-MONOMER
FBGN0000497	FBGN0000497-MONOMER
FBGN0032632	FBGN0032632-MONOMER
FBGN0036760	FBGN0036760-MONOMER
FBGN0037608	FBGN0037608-MONOMER
FBGN0003638	FBGN0003638-MONOMER
FBGN0032808	FBGN0032808-MONOMER
FBGN0014343	FBGN0014343-MONOMER
FBGN0038974	FBGN0038974-MONOMER
FBGN0014868	FBGN0014868-MONOMER
FBGN0038714	FBGN0038714-MONOMER
FBGN0037606	FBGN0037606-MONOMER
FBGN0015794	FBGN0015794-MONOMER
FBGN0034603	FBGN0034603-MONOMER
FBGN0053890	FBGN0053890-MONOMER
FBGN0039494	FBGN0039494-MONOMER
FBGN0012037	FBGN0012037-MONOMER
FBGN0036999	FBGN0036999-MONOMER
FBGN0020645	FBGN0020645-MONOMER
FBGN0037370	FBGN0037370-MONOMER
FBGN0038186	FBGN0038186-MONOMER
FBGN0030391	FBGN0030391-MONOMER
FBGN0004491	FBGN0004491-MONOMER
FBGN0016075	FBGN0016075-MONOMER
FBGN0036948	FBGN0036948-MONOMER
FBGN0025641	FBGN0025641-MONOMER
FBGN0033379	FBGN0033379-MONOMER
FBGN0053517	FBGN0053517-MONOMER
FBGN0036170	FBGN0036170-MONOMER
FBGN0000032	FBGN0000032-MONOMER
FBGN0031826	FBGN0031826-MONOMER
FBGN0034662	FBGN0034662-MONOMER
FBGN0039472	FBGN0039472-MONOMER
FBGN0053121	FBGN0053121-MONOMER
FBGN0086367	FBGN0086367-MONOMER
FBGN0027581	FBGN0027581-MONOMER
FBGN0027578	FBGN0027578-MONOMER
FBGN0015039	FBGN0015039-MONOMER
FBGN0025866	FBGN0025866-MONOMER
FBGN0029920	FBGN0029920-MONOMER
FBGN0016930	FBGN0016930-MONOMER
FBGN0035228	FBGN0035228-MONOMER
FBGN0039932	FBGN0039932-MONOMER
FBGN0036340	FBGN0036340-MONOMER
FBGN0044011	FBGN0044011-MONOMER
FBGN0050060	FBGN0050060-MONOMER
FBGN0033900	FBGN0033900-MONOMER
FBGN0031604	FBGN0031604-MONOMER
FBGN0052311	FBGN0052311-MONOMER
FBGN0031043	FBGN0031043-MONOMER
FBGN0034774	FBGN0034774-MONOMER
FBGN0039696	FBGN0039696-MONOMER
FBGN0030348	FBGN0030348-MONOMER
FBGN0259166	FBGN0259166-MONOMER
FBGN0043825	FBGN0043825-MONOMER
FBGN0038016	FBGN0038016-MONOMER
FBGN0032908	FBGN0032908-MONOMER
FBGN0033569	FBGN0033569-MONOMER
FBGN0034879	FBGN0034879-MONOMER
FBGN0002441	FBGN0002441-MONOMER
FBGN0034191	FBGN0034191-MONOMER
FBGN0000588	FBGN0000588-MONOMER
FBGN0024191	FBGN0024191-MONOMER
FBGN0033192	FBGN0033192-MONOMER
FBGN0028950	FBGN0028950-MONOMER
FBGN0032818	FBGN0032818-MONOMER
FBGN0028523	FBGN0028523-MONOMER
FBGN0036226	FBGN0036226-MONOMER
FBGN0028487	FBGN0028487-MONOMER
FBGN0011701	FBGN0011701-MONOMER
FBGN0002909	FBGN0002909-MONOMER
FBGN0031904	FBGN0031904-MONOMER
FBGN0035262	FBGN0035262-MONOMER
FBGN0002553	FBGN0002553-MONOMER
FBGN0034314	FBGN0034314-MONOMER
FBGN0052693	FBGN0052693-MONOMER
FBGN0027570	FBGN0027570-MONOMER
FBGN0032398	FBGN0032398-MONOMER
FBGN0000478	FBGN0000478-MONOMER
FBGN0033901	FBGN0033901-MONOMER
FBGN0001259	FBGN0001259-MONOMER
FBGN0035977	FBGN0035977-MONOMER
FBGN0016794	FBGN0016794-MONOMER
FBGN0031360	FBGN0031360-MONOMER
FBGN0011202	FBGN0011202-MONOMER
FBGN0014037	FBGN0014037-MONOMER
FBGN0039784	FBGN0039784-MONOMER
FBGN0034053	FBGN0034053-MONOMER
FBGN0031457	FBGN0031457-MONOMER
FBGN0035205	FBGN0035205-MONOMER
FBGN0000221	FBGN0000221-MONOMER
FBGN0053837	FBGN0053837-MONOMER
FBGN0015221	FBGN0015221-MONOMER
FBGN0004598	FBGN0004598-MONOMER
FBGN0038200	FBGN0038200-MONOMER
FBGN0032626	FBGN0032626-MONOMER
FBGN0032729	FBGN0032729-MONOMER
FBGN0034645	FBGN0034645-MONOMER
FBGN0000463	FBGN0000463-MONOMER
FBGN0032202	FBGN0032202-MONOMER
FBGN0016123	FBGN0016123-MONOMER
FBGN0052627	FBGN0052627-MONOMER
FBGN0035873	FBGN0035873-MONOMER
FBGN0037263	FBGN0037263-MONOMER
FBGN0034568	FBGN0034568-MONOMER
FBGN0037431	FBGN0037431-MONOMER
FBGN0032833	FBGN0032833-MONOMER
FBGN0034396	FBGN0034396-MONOMER
FBGN0020277	FBGN0020277-MONOMER
FBGN0031606	FBGN0031606-MONOMER
FBGN0035026	FBGN0035026-MONOMER
FBGN0032223	FBGN0032223-MONOMER
FBGN0039086	FBGN0039086-MONOMER
FBGN0033490	FBGN0033490-MONOMER
FBGN0047038	FBGN0047038-MONOMER
FBGN0000454	FBGN0000454-MONOMER
FBGN0003683	FBGN0003683-MONOMER
FBGN0013350	FBGN0013350-MONOMER
FBGN0037275	FBGN0037275-MONOMER
FBGN0052647	FBGN0052647-MONOMER
FBGN0034387	FBGN0034387-MONOMER
FBGN0039018	FBGN0039018-MONOMER
FBGN0035709	FBGN0035709-MONOMER
FBGN0031335	FBGN0031335-MONOMER
FBGN0015320	FBGN0015320-MONOMER
FBGN0053182	FBGN0053182-MONOMER
FBGN0259233	FBGN0259233-MONOMER
FBGN0034710	FBGN0034710-MONOMER
FBGN0000052	FBGN0000052-MONOMER
FBGN0037487	FBGN0037487-MONOMER
FBGN0026370	FBGN0026370-MONOMER
FBGN0015544	FBGN0015544-MONOMER
FBGN0037541	FBGN0037541-MONOMER
FBGN0003520	FBGN0003520-MONOMER
FBGN0034659	FBGN0034659-MONOMER
FBGN0005616	FBGN0005616-MONOMER
FBGN0034520	FBGN0034520-MONOMER
FBGN0020248	FBGN0020248-MONOMER
FBGN0044818	FBGN0044818-MONOMER
FBGN0259176	FBGN0259176-MONOMER
FBGN0027090	FBGN0027090-MONOMER
FBGN0033528	FBGN0033528-MONOMER
FBGN0026058	FBGN0026058-MONOMER
FBGN0035375	FBGN0035375-MONOMER
FBGN0000566	FBGN0000566-MONOMER
FBGN0039374	FBGN0039374-MONOMER
FBGN0011576	FBGN0011576-MONOMER
FBGN0016976	FBGN0016976-MONOMER
FBGN0032405	FBGN0032405-MONOMER
FBGN0001970	FBGN0001970-MONOMER
FBGN0032228	FBGN0032228-MONOMER
FBGN0037801	FBGN0037801-MONOMER
FBGN0031656	FBGN0031656-MONOMER
FBGN0038074	FBGN0038074-MONOMER
FBGN0031208	FBGN0031208-MONOMER
FBGN0024913	FBGN0024913-MONOMER
FBGN0005659	FBGN0005659-MONOMER
FBGN0029729	FBGN0029729-MONOMER
FBGN0035590	FBGN0035590-MONOMER
FBGN0000591	FBGN0000591-MONOMER
FBGN0017453	FBGN0017453-MONOMER
FBGN0040212	FBGN0040212-MONOMER
FBGN0034433	FBGN0034433-MONOMER
FBGN0025837	FBGN0025837-MONOMER
FBGN0037942	FBGN0037942-MONOMER
FBGN0035050	FBGN0035050-MONOMER
FBGN0037359	FBGN0037359-MONOMER
FBGN0037820	FBGN0037820-MONOMER
FBGN0037046	FBGN0037046-MONOMER
FBGN0039687	FBGN0039687-MONOMER
FBGN0000439	FBGN0000439-MONOMER
FBGN0039273	FBGN0039273-MONOMER
FBGN0039141	FBGN0039141-MONOMER
FBGN0026721	FBGN0026721-MONOMER
FBGN0029175	FBGN0029175-MONOMER
FBGN0036285	FBGN0036285-MONOMER
FBGN0033440	FBGN0033440-MONOMER
FBGN0033312	FBGN0033312-MONOMER
FBGN0037218	FBGN0037218-MONOMER
FBGN0032901	FBGN0032901-MONOMER
FBGN0031140	FBGN0031140-MONOMER
FBGN0053111	FBGN0053111-MONOMER
FBGN0032669	FBGN0032669-MONOMER
FBGN0029123	FBGN0029123-MONOMER
FBGN0032639	FBGN0032639-MONOMER
FBGN0044048	FBGN0044048-MONOMER
FBGN0053291	FBGN0053291-MONOMER
FBGN0031426	FBGN0031426-MONOMER
FBGN0037561	FBGN0037561-MONOMER
FBGN0037995	FBGN0037995-MONOMER
FBGN0040078	FBGN0040078-MONOMER
FBGN0036833	FBGN0036833-MONOMER
FBGN0038548	FBGN0038548-MONOMER
FBGN0040265	FBGN0040265-MONOMER
FBGN0030668	FBGN0030668-MONOMER
FBGN0004828	FBGN0004828-MONOMER
FBGN0030863	FBGN0030863-MONOMER
FBGN0038852	FBGN0038852-MONOMER
FBGN0003090	FBGN0003090-MONOMER
FBGN0033538	FBGN0033538-MONOMER
FBGN0029854	FBGN0029854-MONOMER
FBGN0041184	FBGN0041184-MONOMER
FBGN0011692	FBGN0011692-MONOMER
FBGN0019639	FBGN0019639-MONOMER
FBGN0031459	FBGN0031459-MONOMER
FBGN0051955	FBGN0051955-MONOMER
FBGN0030051	FBGN0030051-MONOMER
FBGN0015610	FBGN0015610-MONOMER
FBGN0040322	FBGN0040322-MONOMER
FBGN0000216	FBGN0000216-MONOMER
FBGN0011259	FBGN0011259-MONOMER
FBGN0033744	FBGN0033744-MONOMER
FBGN0001314	FBGN0001314-MONOMER
FBGN0052210	FBGN0052210-MONOMER
FBGN0013531	FBGN0013531-MONOMER
FBGN0038410	FBGN0038410-MONOMER
FBGN0038947	FBGN0038947-MONOMER
FBGN0050290	FBGN0050290-MONOMER
FBGN0051642	FBGN0051642-MONOMER
FBGN0026378	FBGN0026378-MONOMER
FBGN0036391	FBGN0036391-MONOMER
FBGN0032160	FBGN0032160-MONOMER
FBGN0031034	FBGN0031034-MONOMER
FBGN0025720	FBGN0025720-MONOMER
FBGN0035665	FBGN0035665-MONOMER
FBGN0025743	FBGN0025743-MONOMER
FBGN0003887	FBGN0003887-MONOMER
FBGN0011581	FBGN0011581-MONOMER
FBGN0034301	FBGN0034301-MONOMER
FBGN0037687	FBGN0037687-MONOMER
FBGN0005586	FBGN0005586-MONOMER
FBGN0003464	FBGN0003464-MONOMER
FBGN0015924	FBGN0015924-MONOMER
FBGN0015381	FBGN0015381-MONOMER
FBGN0029656	FBGN0029656-MONOMER
FBGN0002526	FBGN0002526-MONOMER
FBGN0053276	FBGN0053276-MONOMER
FBGN0031422	FBGN0031422-MONOMER
FBGN0029603	FBGN0029603-MONOMER
FBGN0259678	FBGN0259678-MONOMER
FBGN0010609	FBGN0010609-MONOMER
FBGN0034366	FBGN0034366-MONOMER
FBGN0033480	FBGN0033480-MONOMER
FBGN0034100	FBGN0034100-MONOMER
FBGN0036714	FBGN0036714-MONOMER
FBGN0022063	FBGN0022063-MONOMER
FBGN0020497	FBGN0020497-MONOMER
FBGN0086359	FBGN0086359-MONOMER
FBGN0004399	FBGN0004399-MONOMER
FBGN0026401	FBGN0026401-MONOMER
FBGN0037911	FBGN0037911-MONOMER
FBGN0005596	FBGN0005596-MONOMER
FBGN0034554	FBGN0034554-MONOMER
FBGN0000137	FBGN0000137-MONOMER
FBGN0010335	FBGN0010335-MONOMER
FBGN0022667	FBGN0022667-MONOMER
FBGN0039228	FBGN0039228-MONOMER
FBGN0022959	FBGN0022959-MONOMER
FBGN0038767	FBGN0038767-MONOMER
FBGN0031735	FBGN0031735-MONOMER
FBGN0039153	FBGN0039153-MONOMER
FBGN0002868	FBGN0002868-MONOMER
FBGN0031373	FBGN0031373-MONOMER
FBGN0038922	FBGN0038922-MONOMER
FBGN0039858	FBGN0039858-MONOMER
FBGN0038665	FBGN0038665-MONOMER
FBGN0033294	FBGN0033294-MONOMER
FBGN0051109	FBGN0051109-MONOMER
FBGN0040765	FBGN0040765-MONOMER
FBGN0033915	FBGN0033915-MONOMER
FBGN0033774	FBGN0033774-MONOMER
FBGN0027568	FBGN0027568-MONOMER
FBGN0014420	FBGN0014420-MONOMER
FBGN0038191	FBGN0038191-MONOMER
FBGN0032161	FBGN0032161-MONOMER
FBGN0040228	FBGN0040228-MONOMER
FBGN0038897	FBGN0038897-MONOMER
FBGN0050178	FBGN0050178-MONOMER
FBGN0013678	FBGN0013678-MONOMER
FBGN0036681	FBGN0036681-MONOMER
FBGN0053462	FBGN0053462-MONOMER
FBGN0002021	FBGN0002021-MONOMER
FBGN0036762	FBGN0036762-MONOMER
FBGN0259171	FBGN0259171-MONOMER
FBGN0031111	FBGN0031111-MONOMER
FBGN0040370	FBGN0040370-MONOMER
FBGN0037742	FBGN0037742-MONOMER
FBGN0031044	FBGN0031044-MONOMER
FBGN0039609	FBGN0039609-MONOMER
FBGN0002855	FBGN0002855-MONOMER
FBGN0015933	FBGN0015933-MONOMER
FBGN0024362	FBGN0024362-MONOMER
FBGN0032243	FBGN0032243-MONOMER
FBGN0031462	FBGN0031462-MONOMER
FBGN0035336	FBGN0035336-MONOMER
FBGN0036449	FBGN0036449-MONOMER
FBGN0000060	FBGN0000060-MONOMER
FBGN0040687	FBGN0040687-MONOMER
FBGN0039631	FBGN0039631-MONOMER
FBGN0036511	FBGN0036511-MONOMER
FBGN0025115	FBGN0025115-MONOMER
FBGN0053113	FBGN0053113-MONOMER
FBGN0031142	FBGN0031142-MONOMER
FBGN0050489	FBGN0050489-MONOMER
FBGN0001247	FBGN0001247-MONOMER
FBGN0038072	FBGN0038072-MONOMER
FBGN0014869	FBGN0014869-MONOMER
